Date,Close,High,Low,Open,Volume
1986-03-13,0.05959761515259743,0.06225867105140881,0.0542767273770207,0.0542767273770207,1031788800
1986-03-14,0.061725959181785583,0.06279074855677298,0.05959760445363708,0.05959760445363708,308160000
1986-03-17,0.06279075890779495,0.06332284767754662,0.061725969357277574,0.061725969357277574,133171200
1986-03-18,0.06119385361671448,0.06332281976840656,0.06066176508147753,0.06279073123316961,67766400
1986-03-19,0.06012970581650734,0.06172597219925744,0.0595976170222573,0.06119388340500741,47894400
1986-03-20,0.05853342264890671,0.06012968857391689,0.05800133400723666,0.06012968857391689,58435200
1986-03-21,0.05693717300891876,0.05959761697820232,0.055872995421205336,0.0585334393904889,59990400
1986-03-24,0.05534091591835022,0.056937182567912234,0.054808827035162884,0.056937182567912234,65289600
1986-03-25,0.05640510097146034,0.056405100971460335,0.05480883411568339,0.05534092306760904,32083200
1986-03-26,0.05800135061144829,0.05853343940544092,0.05587299543547777,0.056405084229470395,22752000
1986-03-27,0.059065502136945724,0.05906550213694572,0.05800132501852564,0.05800132501852564,16848000
1986-03-31,0.05853342264890671,0.05906551129057677,0.05746924536556659,0.05906551129057677,12873600
1986-04-01,0.05800135061144829,0.05853343940544092,0.05800135061144829,0.05853343940544092,11088000
1986-04-02,0.05853342264890671,0.05959759993224683,0.05800133400723666,0.05800133400723666,27014400
1986-04-03,0.059065502136945724,0.06066176781457584,0.05906550213694572,0.05906550213694572,23040000
1986-04-04,0.059065502136945724,0.059597590696155764,0.05906550213694572,0.05906550213694572,26582400
1986-04-07,0.05800135061144829,0.05959761699342618,0.056937173023463024,0.059065528199433545,16560000
1986-04-08,0.05853342264890671,0.05959759993224683,0.05800133400723666,0.05800133400723666,10252800
1986-04-09,0.05959761515259743,0.0601297039301551,0.05853343759748208,0.05853343759748208,12153600
1986-04-10,0.06012970581650734,0.06066179461075737,0.05853343943375723,0.0595976170222573,13881600
1986-04-11,0.06119385361671448,0.06225864269793267,0.06066176508147753,0.06066176508147753,17222400
1986-04-14,0.061725959181785583,0.06225865987473586,0.061193870499748455,0.061193870499748455,12153600
1986-04-15,0.061725959181785583,0.061725959181785583,0.05959760445363708,0.061725959181785583,9302400
1986-04-16,0.06385491788387299,0.06438700649893982,0.06119386279770269,0.06172595141276952,31910400
